frame_idx,time_sec,omega_z_rad_per_s,abs_omega_z_rad_per_s,surface_speed_cm_per_s,n_features_tracked,n_features_used,omega_std_rad_per_s
304,10.133333,-0.081595,0.081595,0.261103,38,38,0.062748
305,10.166667,-0.079358,0.079358,0.253947,46,46,0.060516
306,10.200000,-0.026303,0.026303,0.084169,40,40,0.014623
307,10.233333,-0.007625,0.007625,0.024401,39,39,0.044436
308,10.266667,-0.011338,0.011338,0.036280,37,37,0.017868
309,10.300000,-0.001306,0.001306,0.004180,49,49,0.009873
310,10.333333,-0.015196,0.015196,0.048629,44,44,0.023391
311,10.366667,-0.006070,0.006070,0.019423,39,39,0.016974
312,10.400000,-0.024709,0.024709,0.079068,37,37,0.020553
313,10.433333,-0.001321,0.001321,0.004228,49,49,0.026208
314,10.466667,-0.013135,0.013135,0.042031,43,43,0.018922
315,10.500000,-0.011190,0.011190,0.035808,39,39,0.034126
316,10.533333,-0.030572,0.030572,0.097831,35,35,0.024815
317,10.566667,-0.008314,0.008314,0.026605,47,47,0.017966
318,10.600000,-0.032022,0.032022,0.102470,44,44,0.018951
319,10.633333,-0.022954,0.022954,0.073453,42,42,0.018403
320,10.666667,-0.015227,0.015227,0.048726,40,40,0.021908
321,10.700000,-0.001693,0.001693,0.005417,39,39,0.010907
322,10.733333,-0.021087,0.021087,0.067480,37,37,0.017415
323,10.766667,-0.016021,0.016021,0.051266,48,48,0.019986
324,10.800000,-0.023408,0.023408,0.074906,41,41,0.036604
325,10.833333,-0.005878,0.005878,0.018808,35,35,0.021032
326,10.866667,-0.016086,0.016086,0.051475,35,35,0.024405
327,10.900000,-0.009381,0.009381,0.030021,47,47,0.034620
328,10.933333,-0.005825,0.005825,0.018640,41,41,0.019702
329,10.966667,0.000069,0.000069,0.000222,39,39,0.008884
330,11.000000,0.008860,0.008860,0.028353,38,38,0.013241
331,11.033333,0.001162,0.001162,0.003718,50,50,0.010060
332,11.066667,-0.002803,0.002803,0.008970,45,45,0.021451
333,11.100000,-0.005065,0.005065,0.016208,42,42,0.012551
334,11.133333,-0.007627,0.007627,0.024406,42,42,0.012811
335,11.166667,-0.000797,0.000797,0.002549,39,39,0.015309
336,11.200000,-0.022046,0.022046,0.070548,39,39,0.024840
337,11.233333,-0.016246,0.016246,0.051987,48,48,0.058381
338,11.266667,-0.021909,0.021909,0.070108,47,47,0.026242
339,11.300000,-0.004217,0.004217,0.013496,39,39,0.017664
340,11.333333,0.000663,0.000663,0.002121,39,39,0.015202
341,11.366667,0.002764,0.002764,0.008846,47,47,0.015275
342,11.400000,0.004865,0.004865,0.015569,46,46,0.015433
343,11.433333,0.000738,0.000738,0.002361,39,39,0.007958
344,11.466667,-0.001598,0.001598,0.005113,39,39,0.008674
345,11.500000,-0.005187,0.005187,0.016597,48,48,0.013016
346,11.533333,-0.018461,0.018461,0.059074,41,41,0.025002
347,11.566667,-0.020201,0.020201,0.064644,38,38,0.022837
348,11.600000,-0.013504,0.013504,0.043213,37,37,0.032803
349,11.633333,-0.000160,0.000160,0.000511,49,48,0.025817
350,11.666667,-0.003086,0.003086,0.009874,44,43,0.020957
351,11.700000,0.000595,0.000595,0.001906,39,38,0.012826
352,11.733333,0.004447,0.004447,0.014230,35,34,0.024907
353,11.766667,0.001887,0.001887,0.006039,48,47,0.013064
354,11.800000,0.001832,0.001832,0.005862,48,47,0.010200
355,11.833333,-0.000756,0.000756,0.002421,42,41,0.011336
356,11.866667,-0.004614,0.004614,0.014765,42,41,0.017263
357,11.900000,-0.001881,0.001881,0.006019,39,39,0.005439
358,11.933333,-0.004049,0.004049,0.012957,39,39,0.015373
359,11.966667,-0.002270,0.002270,0.007262,48,48,0.043305
360,12.000000,-0.076294,0.076294,0.244140,42,42,0.080308
361,12.033333,-0.008672,0.008672,0.027749,44,44,0.031227
362,12.066667,-0.007071,0.007071,0.022627,43,43,0.011181
363,12.100000,0.000196,0.000196,0.000626,40,40,0.007907
364,12.133333,-0.003745,0.003745,0.011984,40,40,0.017725
365,12.166667,-0.000056,0.000056,0.000178,40,40,0.011197
366,12.200000,-0.011224,0.011224,0.035918,39,39,0.017446
367,12.233333,-0.007831,0.007831,0.025059,39,39,0.011751
368,12.266667,-0.000265,0.000265,0.000849,46,46,0.024778
369,12.300000,0.001816,0.001816,0.005810,39,39,0.009787
370,12.333333,0.010258,0.010258,0.032825,37,37,0.013974
371,12.366667,0.000720,0.000720,0.002303,45,44,0.009247
372,12.400000,-0.002167,0.002167,0.006936,40,39,0.012671
373,12.433333,-0.000755,0.000755,0.002415,37,36,0.014022
374,12.466667,-0.003194,0.003194,0.010220,37,36,0.015225
375,12.500000,-0.009495,0.009495,0.030385,44,43,0.014844
376,12.533333,-0.032547,0.032547,0.104150,39,38,0.035281
377,12.566667,-0.016641,0.016641,0.053250,32,31,0.017902
378,12.600000,-0.008786,0.008786,0.028117,43,43,0.011201
379,12.633333,0.000228,0.000228,0.000728,35,35,0.010754
380,12.666667,-0.018362,0.018362,0.058758,31,31,0.025723
381,12.700000,-0.006288,0.006288,0.020121,46,46,0.031992
382,12.733333,-0.011064,0.011064,0.035405,39,39,0.010152
383,12.766667,-0.004639,0.004639,0.014844,37,37,0.012992
384,12.800000,-0.012571,0.012571,0.040226,48,48,0.021618
385,12.833333,-0.004667,0.004667,0.014935,40,40,0.009826
386,12.866667,-0.016741,0.016741,0.053570,34,34,0.015567
387,12.900000,-0.013699,0.013699,0.043835,30,30,0.024667
388,12.933333,-0.000790,0.000790,0.002528,45,45,0.021412
389,12.966667,-0.000557,0.000557,0.001782,41,41,0.007941
390,13.000000,-0.004175,0.004175,0.013359,39,39,0.014539
391,13.033333,-0.000035,0.000035,0.000111,47,47,0.006467
392,13.066667,0.000659,0.000659,0.002110,43,43,0.011269
393,13.100000,0.000057,0.000057,0.000182,37,37,0.008690
394,13.133333,-0.002047,0.002047,0.006551,37,37,0.009180
395,13.166667,-0.002639,0.002639,0.008444,48,47,0.016413
396,13.200000,-0.004200,0.004200,0.013440,42,41,0.011459
397,13.233333,-0.000097,0.000097,0.000310,40,40,0.004108
398,13.266667,-0.013165,0.013165,0.042129,40,40,0.016392
399,13.300000,-0.016831,0.016831,0.053860,36,36,0.012668
400,13.333333,-0.009469,0.009469,0.030300,35,34,0.016111
401,13.366667,-0.000202,0.000202,0.000647,48,48,0.007254
402,13.400000,-0.009389,0.009389,0.030045,43,43,0.040982
403,13.433333,-0.012889,0.012889,0.041246,38,37,0.013353
404,13.466667,-0.025762,0.025762,0.082440,36,35,0.024463
405,13.500000,-0.027376,0.027376,0.087603,46,45,0.035273
406,13.533333,-0.043360,0.043360,0.138753,39,38,0.036675
407,13.566667,-0.043239,0.043239,0.138363,36,36,0.070623
408,13.600000,-0.429463,0.429463,1.374283,45,45,0.298810
409,13.633333,-0.765079,0.765079,2.448254,31,31,0.296082
410,13.666667,-1.256674,1.256674,4.021357,27,27,0.359117
411,13.700000,-1.626431,1.626431,5.204580,40,40,3.269679
412,13.733333,-0.683624,0.683624,2.187598,24,23,0.434996
413,13.766667,-0.939119,0.939119,3.005182,19,18,0.544022
414,13.800000,-1.288292,1.288292,4.122536,43,43,0.463858
415,13.833333,-1.534523,1.534523,4.910472,11,11,0.279544
416,13.866667,-0.966364,0.966364,3.092365,4,4,0.239289
417,13.900000,-0.959234,0.959234,3.069548,3,3,0.205909
418,13.933333,-0.499323,0.499323,1.597833,41,41,1.867461
419,13.966667,-0.729104,0.729104,2.333133,10,10,0.951803
420,14.000000,-0.957181,0.957181,3.062980,9,9,8.639215
421,14.033333,-1.186264,1.186264,3.796044,47,47,0.666872
422,14.066667,-1.659313,1.659313,5.309802,26,26,0.623590
423,14.100000,-1.860807,1.860807,5.954581,13,13,0.475652
424,14.133333,-2.258338,2.258338,7.226681,20,20,0.404434
425,14.166667,-1.106059,1.106059,3.539390,5,5,1.330537
426,14.200000,-0.158764,0.158764,0.508044,15,15,0.548289
